"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2020","76,315.0","73,880.0","76,315.0","73,880.0","1.39M","3.30%"
"03/31/2020","73,880.0","75,097.0","75,828.0","73,068.0","1.55M","-0.22%"
"03/30/2020","74,042.0","73,068.0","75,097.0","72,256.0","1.87M","-3.08%"
"03/27/2020","76,396.0","75,503.0","77,371.0","74,691.0","3.31M","0.11%"
"03/26/2020","76,315.0","74,935.0","77,127.0","72,093.0","3.07M","2.17%"
"03/25/2020","74,691.0","73,555.0","74,773.0","73,149.0","3.59M","6.85%"
"03/24/2020","69,901.0","67,953.0","71,688.0","67,953.0","2.09M","2.87%"
"03/23/2020","67,953.0","72,337.0","72,337.0","67,953.0","2.63M","-7.00%"
"03/20/2020","73,068.0","72,256.0","74,123.0","72,256.0","2.78M","1.12%"
"03/19/2020","72,256.0","75,503.0","76,315.0","72,256.0","3.33M","-6.32%"
"03/18/2020","77,127.0","78,101.0","79,400.0","77,127.0","1.59M","-1.04%"
"03/17/2020","77,939.0","77,939.0","78,264.0","77,127.0","2.15M","-1.03%"
"03/16/2020","78,751.0","80,456.0","80,537.0","78,345.0","1.30M","-2.12%"
"03/13/2020","80,456.0","77,289.0","81,673.0","77,289.0","2.59M","-1.78%"
"03/12/2020","81,917.0","78,913.0","82,404.0","78,751.0","2.92M","-0.69%"
"03/11/2020","82,485.0","82,810.0","85,246.0","80,537.0","2.75M","-0.10%"
"03/10/2020","82,566.0","77,939.0","82,648.0","77,939.0","2.11M","4.84%"
"03/09/2020","78,751.0","81,186.0","83,216.0","78,751.0","2.83M","-6.91%"
"03/06/2020","84,596.0","84,840.0","85,083.0","84,109.0","797.90K","-0.29%"
"03/05/2020","84,840.0","85,246.0","85,976.0","84,840.0","525.62K","-0.29%"
"03/04/2020","85,083.0","85,489.0","86,057.0","84,840.0","735.36K","-0.47%"
"03/03/2020","85,489.0","85,652.0","86,220.0","84,921.0","889.66K","0.76%"
"03/02/2020","84,840.0","84,840.0","85,652.0","84,271.0","1.09M","0.00%"
