"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2024","63,898.7","63,614.7","64,182.7","63,614.7","2.50M","0.75%"
"01/31/2024","63,425.4","63,614.7","64,561.4","63,330.7","4.02M","0.15%"
"01/30/2024","63,330.7","63,709.4","63,709.4","63,330.7","1.79M","-0.15%"
"01/29/2024","63,425.4","63,520.0","63,709.4","63,330.7","1.73M","0.00%"
"01/26/2024","63,425.4","63,425.4","63,898.7","63,425.4","1.68M","0.15%"
"01/25/2024","63,330.7","63,804.0","63,898.7","63,330.7","2.66M","-0.59%"
"01/24/2024","63,709.4","64,182.7","64,372.0","63,614.7","2.08M","-0.59%"
"01/23/2024","64,088.0","64,656.0","64,656.0","63,993.4","2.11M","-0.88%"
"01/22/2024","64,656.0","64,372.0","65,034.7","64,372.0","1.96M","0.44%"
"01/19/2024","64,372.0","63,804.0","64,940.0","63,804.0","2.62M","0.89%"
"01/18/2024","63,804.0","63,709.4","64,182.7","63,709.4","1.23M","0.45%"
"01/17/2024","63,520.0","63,898.7","64,277.4","63,425.4","1.83M","-0.45%"
"01/16/2024","63,804.0","63,425.4","63,804.0","63,141.4","2.07M","0.60%"
"01/15/2024","63,425.4","63,614.7","63,898.7","63,425.4","2.23M","-0.30%"
"01/12/2024","63,614.7","63,993.4","64,277.4","63,425.4","3.28M","-1.03%"
"01/11/2024","64,277.4","63,898.7","64,845.4","63,898.7","2.08M","0.59%"
"01/10/2024","63,898.7","64,466.7","64,466.7","63,804.0","3.01M","-0.88%"
"01/09/2024","64,466.7","64,561.4","64,845.4","64,372.0","2.46M","-0.15%"
"01/08/2024","64,561.4","65,318.7","65,413.3","64,561.4","2.40M","-0.87%"
"01/05/2024","65,129.3","65,602.7","65,602.7","64,845.4","1.48M","-0.29%"
"01/04/2024","65,318.7","65,413.3","65,792.0","65,318.7","3.40M","0.00%"
"01/03/2024","65,318.7","64,750.7","65,318.7","64,372.0","1.89M","1.02%"
"01/02/2024","64,656.0","64,561.4","64,845.4","64,277.4","2.14M","1.04%"
"12/29/2023","63,993.4","65,034.7","65,034.7","63,993.4","1.95M","-1.31%"
"12/28/2023","64,845.4","63,898.7","64,845.4","63,898.7","2.41M","1.48%"
"12/27/2023","63,898.7","64,372.0","64,561.4","63,898.7","1.63M","0.00%"
"12/26/2023","63,898.7","64,180.6","64,368.5","63,898.7","1.98M","0.15%"
"12/25/2023","63,804.7","63,522.8","64,556.5","63,522.8","2.67M","0.44%"
"12/22/2023","63,522.8","63,710.8","63,992.7","63,428.9","2.15M","-0.30%"
"12/21/2023","63,710.8","63,804.7","64,180.6","63,710.8","2.59M","-0.44%"
"12/20/2023","63,992.7","62,959.0","64,086.6","62,959.0","2.60M","1.64%"
"12/19/2023","62,959.0","63,053.0","63,334.9","62,301.2","3.06M","0.00%"
"12/18/2023","62,959.0","63,992.7","64,086.6","62,959.0","3.51M","-1.62%"
"12/15/2023","63,992.7","64,368.5","64,462.5","63,992.7","3.74M","-0.44%"
"12/14/2023","64,274.6","64,274.6","64,744.4","64,086.6","1.46M","0.29%"
"12/13/2023","64,086.6","65,402.2","65,496.2","63,992.7","4.51M","-1.73%"
"12/12/2023","65,214.3","65,778.1","65,872.0","64,838.4","2.79M","-0.86%"
"12/11/2023","65,778.1","66,247.9","66,247.9","65,684.1","4.73M","1.45%"
"12/08/2023","64,838.4","64,274.6","65,120.3","63,898.7","3.73M","0.88%"
"12/07/2023","64,274.6","64,650.4","64,650.4","63,428.9","3.87M","-0.15%"
"12/06/2023","64,368.5","63,992.7","64,462.5","63,992.7","1.61M","0.59%"
"12/05/2023","63,992.7","64,650.4","64,838.4","63,898.7","2.30M","-1.02%"
"12/04/2023","64,650.4","64,368.5","65,308.2","64,274.6","3.01M","0.58%"
"12/01/2023","64,274.6","63,898.7","64,368.5","63,616.8","1.39M","1.48%"
"11/30/2023","63,334.9","64,274.6","64,556.5","63,334.9","2.58M","-1.46%"
"11/29/2023","64,274.6","64,368.5","64,650.4","64,086.6","1.26M","-0.15%"
"11/28/2023","64,368.5","63,992.7","64,368.5","63,428.9","1.78M","0.59%"
"11/27/2023","63,992.7","64,180.6","64,274.6","63,804.7","1.33M","-0.29%"
"11/24/2023","64,180.6","64,462.5","64,744.4","63,522.8","3.13M","-0.58%"
"11/23/2023","64,556.5","65,590.1","65,684.1","64,556.5","1.62M","-1.01%"
"11/22/2023","65,214.3","65,308.2","65,966.0","64,838.4","1.30M","-0.14%"
"11/21/2023","65,308.2","65,214.3","65,590.1","64,744.4","2.96M","0.29%"
"11/20/2023","65,120.3","65,026.3","65,684.1","64,838.4","1.77M","-1.00%"
"11/17/2023","65,778.1","66,717.8","66,811.7","65,026.3","2.34M","-0.43%"
"11/16/2023","66,060.0","66,341.9","66,999.7","65,684.1","2.34M","-0.57%"
"11/15/2023","66,435.9","65,778.1","67,469.5","65,778.1","3.95M","2.61%"
"11/14/2023","64,744.4","64,838.4","65,214.3","64,086.6","3.00M","0.29%"
"11/13/2023","64,556.5","65,496.2","65,778.1","64,462.5","1.73M","-1.29%"
"11/10/2023","65,402.2","66,529.8","66,529.8","65,402.2","2.83M","-1.56%"
"11/09/2023","66,435.9","67,281.6","67,751.4","66,435.9","3.42M","-0.98%"
"11/08/2023","67,093.6","66,529.8","67,187.6","65,590.1","2.34M","0.85%"
"11/07/2023","66,529.8","66,247.9","66,529.8","65,590.1","1.47M","-0.28%"
"11/06/2023","66,717.8","65,966.0","67,187.6","65,872.0","1.14M","1.43%"
"11/03/2023","65,778.1","66,623.8","66,623.8","65,590.1","1.69M","-1.27%"
"11/02/2023","66,623.8","66,247.9","66,623.8","65,590.1","2.39M","0.71%"
"11/01/2023","66,153.9","64,838.4","66,247.9","63,804.7","2.34M","3.53%"
"10/31/2023","63,898.7","63,804.7","65,308.2","63,522.8","2.18M","0.59%"
"10/30/2023","63,522.8","63,804.7","63,898.7","63,053.0","1.05M","-0.59%"
"10/27/2023","63,898.7","63,240.9","63,898.7","62,583.1","1.81M","1.49%"
"10/26/2023","62,959.0","64,368.5","64,462.5","61,925.4","5.20M","-2.90%"
"10/25/2023","64,838.4","66,060.0","66,529.8","64,838.4","2.42M","-1.85%"
"10/24/2023","66,060.0","65,966.0","66,529.8","65,872.0","1.10M","0.14%"
"10/23/2023","65,966.0","67,375.5","67,657.4","65,872.0","2.73M","-2.90%"
"10/20/2023","67,939.4","66,999.7","68,127.3","65,966.0","2.37M","1.26%"
"10/19/2023","67,093.6","68,973.0","68,973.0","66,623.8","3.90M","-3.38%"
"10/18/2023","69,442.9","70,288.6","70,288.6","68,033.3","2.57M","-1.20%"
"10/17/2023","70,288.6","70,758.4","71,510.2","70,288.6","1.42M","-0.53%"
"10/16/2023","70,664.4","70,570.5","71,228.3","70,194.6","1.34M","-0.79%"
"10/13/2023","71,228.3","70,852.4","71,698.1","70,476.5","1.49M","0.40%"
"10/12/2023","70,946.4","70,006.7","71,322.2","70,006.7","2.53M","1.48%"
"10/11/2023","69,912.7","70,100.6","70,288.6","69,536.8","1.13M","0.00%"
"10/10/2023","69,912.7","69,818.7","70,476.5","69,536.8","1.02M","0.95%"
"10/09/2023","69,254.9","69,536.8","69,630.8","69,160.9","830.90K","-0.67%"
"10/06/2023","69,724.8","68,315.2","69,724.8","68,221.3","1.23M","2.06%"
"10/05/2023","68,315.2","69,630.8","69,912.7","68,315.2","2.57M","-2.28%"
"10/04/2023","69,912.7","69,160.9","70,100.6","68,973.0","1.08M","0.54%"
"10/03/2023","69,536.8","70,100.6","70,570.5","69,442.9","1.99M","-2.12%"
"10/02/2023","71,040.3","69,724.8","71,040.3","69,724.8","1.16M","1.89%"
"09/29/2023","69,724.8","70,476.5","71,792.1","69,724.8","1.40M","-0.80%"
"09/28/2023","70,288.6","71,510.2","71,792.1","70,288.6","1.89M","-2.35%"
"09/27/2023","71,980.0","71,698.1","71,980.0","70,288.6","2.27M","0.66%"
"09/26/2023","71,510.2","72,919.7","73,295.6","71,416.2","2.53M","-1.93%"
"09/25/2023","72,919.7","72,543.8","73,765.4","72,074.0","2.76M","0.13%"
"09/22/2023","72,825.7","72,449.8","73,577.5","71,228.3","4.24M","-0.64%"
"09/21/2023","73,295.6","73,389.5","73,577.5","72,637.8","2.54M","-0.38%"
"09/20/2023","73,577.5","73,671.4","74,047.3","73,295.6","1.84M","-0.76%"
"09/19/2023","74,141.3","73,765.4","74,141.3","72,731.8","2.57M","0.00%"
"09/18/2023","74,141.3","74,329.2","74,987.0","73,953.3","1.32M","-0.75%"
"09/15/2023","74,705.1","74,611.1","76,302.6","74,235.3","5.61M","0.13%"
"09/14/2023","74,611.1","73,765.4","75,174.9","73,671.4","2.48M","0.38%"
"09/13/2023","74,329.2","74,799.1","75,456.8","73,953.3","2.51M","-1.49%"
"09/12/2023","75,456.8","74,235.3","75,832.7","73,577.5","2.67M","1.01%"
"09/11/2023","74,705.1","75,174.9","76,208.6","72,919.7","4.23M","-0.62%"
"09/08/2023","75,174.9","74,423.2","75,268.9","74,329.2","2.77M","0.63%"
"09/07/2023","74,705.1","75,081.0","75,174.9","73,859.4","3.53M","-0.62%"
"09/06/2023","75,174.9","75,268.9","75,268.9","74,705.1","2.28M","-0.12%"
"09/05/2023","75,268.9","73,765.4","75,644.8","73,389.5","6.84M","2.96%"
"08/31/2023","73,107.6","72,825.7","74,141.3","72,449.8","3.84M","0.00%"
"08/30/2023","73,107.6","72,355.9","73,765.4","71,886.0","2.66M","0.52%"
"08/29/2023","72,731.8","72,825.7","72,919.7","71,604.1","4.20M","-0.64%"
"08/28/2023","73,201.6","70,476.5","73,389.5","70,476.5","5.47M","4.01%"
"08/25/2023","70,382.5","70,758.4","70,758.4","69,818.7","2.75M","0.27%"
"08/24/2023","70,194.6","69,067.0","70,382.5","68,597.1","4.42M","1.63%"
"08/23/2023","69,067.0","68,033.3","69,160.9","67,281.6","3.07M","1.10%"
"08/22/2023","68,315.2","68,785.1","68,785.1","66,811.7","3.08M","-0.27%"
"08/21/2023","68,503.2","68,315.2","69,348.9","68,315.2","3.06M","-0.55%"
"08/18/2023","68,879.0","69,067.0","70,288.6","67,751.4","7.11M","-0.41%"
"08/17/2023","69,160.9","68,691.1","70,006.7","68,503.2","4.58M","0.68%"
"08/16/2023","68,691.1","68,409.2","69,067.0","68,127.3","2.08M","0.41%"
"08/15/2023","68,409.2","68,503.2","68,973.0","68,315.2","2.22M","-0.82%"
"08/14/2023","68,973.0","68,973.0","69,067.0","68,127.3","3.07M","-0.14%"
"08/11/2023","69,067.0","68,691.1","69,067.0","68,033.3","2.18M","0.55%"
"08/10/2023","68,691.1","68,691.1","69,536.8","68,503.2","2.73M","0.00%"
"08/09/2023","68,691.1","70,006.7","70,006.7","68,409.2","3.71M","-1.88%"
"08/08/2023","70,006.7","70,194.6","70,382.5","69,442.9","3.43M","-0.53%"
"08/07/2023","70,382.5","68,503.2","70,382.5","67,939.4","4.32M","2.60%"
"08/04/2023","68,597.1","68,127.3","68,597.1","67,657.4","3.17M","0.55%"
"08/03/2023","68,221.3","69,630.8","69,630.8","68,221.3","2.92M","-1.43%"
"08/02/2023","69,207.9","69,117.0","69,571.7","68,480.4","2.68M","0.13%"
"08/01/2023","69,117.0","70,935.8","70,935.8","69,117.0","5.73M","-2.56%"
"07/31/2023","70,935.8","70,299.2","71,299.6","70,208.3","3.36M","0.78%"
"07/28/2023","70,390.2","68,935.1","70,663.0","68,753.2","5.47M","2.25%"
"07/27/2023","68,844.1","68,207.5","68,935.1","68,025.6","4.18M","0.93%"
"07/26/2023","68,207.5","67,661.9","68,389.4","67,570.9","3.19M","0.67%"
"07/25/2023","67,752.8","66,934.3","67,934.7","66,479.6","4.25M","1.22%"
"07/24/2023","66,934.3","66,843.4","67,298.1","66,661.5","2.54M","0.14%"
"07/21/2023","66,843.4","66,024.9","66,843.4","65,933.9","3.34M","1.24%"
"07/20/2023","66,024.9","66,024.9","66,206.8","65,752.1","2.60M","0.00%"
"07/19/2023","66,024.9","65,933.9","66,388.7","65,843.0","2.95M","0.28%"
"07/18/2023","65,843.0","65,933.9","66,024.9","65,661.1","2.93M","0.14%"
"07/17/2023","65,752.1","66,388.7","66,934.3","65,661.1","3.92M","-1.36%"
"07/14/2023","66,661.5","66,570.5","66,752.4","65,570.2","5.21M","0.27%"
"07/13/2023","66,479.6","66,752.4","67,116.2","66,297.7","3.78M","-0.54%"
"07/12/2023","66,843.4","66,297.7","66,843.4","66,024.9","4.20M","0.96%"
"07/11/2023","66,206.8","65,570.2","66,752.4","65,206.4","5.70M","0.97%"
"07/10/2023","65,570.2","64,933.6","66,115.8","64,751.7","6.17M","1.69%"
"07/07/2023","64,478.9","64,297.0","64,751.7","64,024.1","5.78M","0.57%"
"07/06/2023","64,115.1","63,569.4","64,297.0","63,478.5","7.63M","1.00%"
"07/05/2023","63,478.5","64,387.9","64,387.9","63,296.6","6.66M","-1.13%"
"07/04/2023","64,206.0","64,115.1","64,751.7","63,751.3","4.78M","-0.14%"
"07/03/2023","64,297.0","64,660.7","64,933.6","63,933.2","3.19M","-0.42%"
"06/30/2023","64,569.8","65,388.3","65,479.2","64,387.9","3.65M","-1.25%"
"06/29/2023","65,388.3","64,206.0","65,843.0","63,751.3","7.70M","1.84%"
"06/28/2023","64,206.0","64,115.1","64,478.9","63,387.5","6.15M","0.14%"
"06/27/2023","64,115.1","64,387.9","64,387.9","63,296.6","5.98M","-0.14%"
"06/26/2023","64,206.0","63,023.8","64,297.0","62,114.3","10.74M","2.17%"
"06/23/2023","62,841.9","60,932.1","63,205.6","60,932.1","11.96M","3.29%"
"06/22/2023","60,841.1","60,477.3","61,204.9","60,295.5","5.61M","0.90%"
"06/21/2023","60,295.5","59,658.9","60,295.5","59,567.9","3.49M","1.22%"
"06/20/2023","59,567.9","59,931.7","59,931.7","59,567.9","2.96M","-0.46%"
"06/19/2023","59,840.7","60,295.5","60,568.3","59,658.9","3.28M","-0.45%"
"06/16/2023","60,113.6","60,477.3","60,568.3","60,022.6","5.99M","-0.30%"
"06/15/2023","60,295.5","61,204.9","61,295.8","60,204.5","4.69M","-1.19%"
"06/14/2023","61,023.0","61,568.7","62,023.4","61,023.0","4.91M","-0.74%"
"06/13/2023","61,477.7","61,932.4","62,114.3","61,386.8","4.94M","-0.44%"
"06/12/2023","61,750.5","60,022.6","61,841.5","60,022.6","5.45M","3.19%"
"06/09/2023","59,840.7","59,658.9","60,477.3","59,567.9","2.08M","0.46%"
"06/08/2023","59,567.9","60,477.3","60,477.3","59,567.9","5.04M","-1.06%"
"06/07/2023","60,204.5","60,477.3","60,659.2","60,022.6","3.72M","-0.30%"
"06/06/2023","60,386.4","60,841.1","60,841.1","60,022.6","3.42M","-0.15%"
"06/05/2023","60,477.3","60,477.3","61,113.9","60,204.5","3.32M","0.91%"
"06/02/2023","59,931.7","60,204.5","60,295.5","59,567.9","2.97M","-0.30%"
"06/01/2023","60,113.6","60,113.6","60,477.3","60,022.6","1.21M","0.00%"
"05/31/2023","60,113.6","60,750.2","60,750.2","60,113.6","1.47M","-0.60%"
"05/30/2023","60,477.3","61,023.0","61,295.8","60,477.3","1.77M","-0.89%"
"05/29/2023","61,023.0","61,204.9","61,568.7","61,023.0","1.04M","0.00%"
"05/26/2023","61,023.0","61,295.8","61,841.5","61,023.0","904.50K","0.00%"
"05/25/2023","61,023.0","60,204.5","61,386.8","60,022.6","1.31M","1.21%"
"05/24/2023","60,295.5","61,023.0","61,295.8","60,113.6","2.35M","-1.04%"
"05/23/2023","60,932.1","61,841.5","62,205.3","60,932.1","2.94M","-1.76%"
"05/22/2023","62,023.4","62,478.1","62,750.9","62,023.4","1.70M","-0.58%"
"05/19/2023","62,387.2","63,114.7","63,205.6","62,387.2","1.20M","-0.87%"
"05/18/2023","62,932.8","62,750.9","63,660.4","62,296.2","2.50M","0.29%"
"05/17/2023","62,750.9","63,387.5","63,387.5","62,569.0","1.87M","-1.00%"
"05/16/2023","63,387.5","62,750.9","63,387.5","62,750.9","1.38M","1.01%"
"05/15/2023","62,750.9","63,569.4","63,569.4","62,750.9","1.54M","-0.86%"
"05/12/2023","63,296.6","64,024.1","64,024.1","63,205.6","1.21M","-0.57%"
"05/11/2023","63,660.4","64,115.1","64,478.9","63,660.4","447.30K","-0.71%"
"05/10/2023","64,115.1","64,387.9","64,660.7","64,115.1","951.60K","-0.28%"
"05/09/2023","64,297.0","64,387.9","64,569.8","64,115.1","871.30K","0.43%"
"05/08/2023","64,024.1","62,750.9","64,024.1","62,750.9","1.23M","2.33%"
"05/05/2023","62,569.0","62,387.2","62,932.8","62,387.2","712.20K","0.29%"
"05/04/2023","62,387.2","63,660.4","63,660.4","62,205.3","2.66M","-2.00%"
"04/28/2023","63,660.4","63,478.5","63,842.2","63,387.5","1.12M","0.72%"
"04/27/2023","63,205.6","64,569.8","64,569.8","63,205.6","1.37M","-2.11%"
"04/26/2023","64,569.8","63,660.4","64,569.8","63,660.4","941.60K","1.57%"
"04/25/2023","63,569.4","64,115.1","64,933.6","63,478.5","1.37M","-0.85%"
"04/24/2023","64,115.1","64,569.8","64,660.7","63,842.2","1.13M","-0.56%"
"04/21/2023","64,478.9","65,479.2","65,479.2","64,387.9","1.11M","-1.39%"
"04/20/2023","65,388.3","65,570.2","66,024.9","65,297.3","822.30K","-0.14%"
"04/19/2023","65,479.2","66,479.6","66,479.6","65,479.2","816.30K","-1.37%"
"04/18/2023","66,388.7","65,297.3","66,388.7","65,297.3","931.80K","1.81%"
"04/17/2023","65,206.4","66,206.8","66,297.7","65,206.4","1.37M","-1.51%"
"04/14/2023","66,206.8","66,934.3","67,025.3","66,206.8","1.29M","-0.95%"
"04/13/2023","66,843.4","67,570.9","67,661.9","66,843.4","889.60K","-1.08%"
"04/12/2023","67,570.9","67,661.9","67,661.9","67,298.1","979.10K","-0.13%"
"04/11/2023","67,661.9","67,570.9","67,752.8","67,389.0","782.80K","0.00%"
"04/10/2023","67,661.9","67,934.7","67,934.7","67,661.9","832.70K","-0.40%"
"04/07/2023","67,934.7","67,661.9","67,934.7","67,570.9","794.40K","0.54%"
"04/06/2023","67,570.9","67,661.9","67,843.8","67,570.9","905.60K","-0.27%"
"04/05/2023","67,752.8","67,480.0","68,025.6","67,389.0","963.40K","0.40%"
"04/04/2023","67,480.0","67,661.9","67,752.8","67,480.0","1.82M","-0.27%"
"04/03/2023","67,661.9","67,843.8","68,116.6","67,480.0","850.60K","0.00%"
"03/31/2023","67,661.9","68,207.5","68,571.3","67,661.9","1.08M","-0.80%"
"03/30/2023","68,207.5","67,934.7","68,571.3","67,843.8","838.70K","0.13%"
"03/29/2023","68,116.6","67,934.7","68,116.6","67,661.9","907.40K","0.67%"
"03/28/2023","67,661.9","67,752.8","68,480.4","67,661.9","1.65M","-0.27%"
"03/27/2023","67,843.8","68,207.5","68,207.5","67,570.9","1.37M","-0.53%"
"03/24/2023","68,207.5","68,207.5","68,662.2","68,025.6","932.30K","-0.40%"
"03/23/2023","68,480.4","67,570.9","68,480.4","67,298.1","1.29M","1.21%"
"03/22/2023","67,661.9","67,843.8","67,934.7","67,661.9","900.20K","0.00%"
"03/21/2023","67,661.9","67,661.9","68,298.5","67,480.0","1.35M","0.13%"
"03/20/2023","67,570.9","68,207.5","68,207.5","67,389.0","1.61M","-0.27%"
"03/17/2023","67,752.8","69,480.7","69,480.7","67,752.8","2.43M","-2.49%"
"03/16/2023","69,480.7","70,026.4","70,117.3","69,026.0","1.53M","-0.91%"
"03/15/2023","70,117.3","69,662.6","70,299.2","69,571.7","1.96M","0.65%"
"03/14/2023","69,662.6","69,389.8","69,935.5","68,753.2","1.74M","-0.39%"
"03/13/2023","69,935.5","69,844.5","70,117.3","69,662.6","1.82M","0.00%"
"03/10/2023","69,935.5","69,571.7","70,208.3","69,207.9","1.43M","0.52%"
"03/09/2023","69,571.7","69,298.8","70,117.3","69,298.8","1.39M","0.00%"
"03/08/2023","69,571.7","68,389.4","69,571.7","68,207.5","1.24M","0.92%"
"03/07/2023","68,935.1","69,026.0","69,298.8","68,662.2","1.17M","1.07%"
"03/06/2023","68,207.5","69,117.0","69,662.6","68,207.5","891.80K","-1.32%"
"03/03/2023","69,117.0","68,207.5","69,844.5","68,207.5","704.20K","-0.65%"
"03/02/2023","69,571.7","69,935.5","69,935.5","69,207.9","1.09M","-0.52%"
"03/01/2023","69,935.5","68,298.5","70,026.4","68,207.5","1.64M","1.85%"
"02/28/2023","68,662.2","68,662.2","69,026.0","68,298.5","1.03M","0.40%"
"02/27/2023","68,389.4","67,934.7","69,026.0","67,298.1","1.11M","0.67%"
"02/24/2023","67,934.7","68,844.1","69,117.0","67,752.8","1.68M","-1.32%"
"02/23/2023","68,844.1","68,662.2","69,935.5","67,661.9","2.33M","0.26%"
"02/22/2023","68,662.2","69,389.8","69,753.6","68,662.2","1.30M","-2.20%"
"02/21/2023","70,208.3","70,481.1","70,572.1","69,753.6","888.30K","-0.39%"
"02/20/2023","70,481.1","69,117.0","70,481.1","68,662.2","1.39M","1.97%"
"02/17/2023","69,117.0","69,207.9","69,480.7","68,480.4","777.00K","-0.65%"
"02/16/2023","69,571.7","69,117.0","69,571.7","68,753.2","691.30K","0.66%"
"02/15/2023","69,117.0","67,934.7","69,117.0","67,661.9","1.44M","1.74%"
"02/14/2023","67,934.7","68,480.4","68,844.1","67,661.9","1.07M","-0.80%"
"02/13/2023","68,480.4","69,026.0","69,026.0","67,389.0","1.57M","-0.79%"
"02/10/2023","69,026.0","68,207.5","69,026.0","68,207.5","1.24M","1.20%"
"02/09/2023","68,207.5","68,935.1","69,117.0","68,207.5","1.59M","-1.06%"
"02/08/2023","68,935.1","69,298.8","69,662.6","68,844.1","1.55M","-0.39%"
"02/07/2023","69,207.9","70,572.1","70,572.1","69,207.9","1.27M","-1.68%"
"02/06/2023","70,390.2","69,026.0","70,481.1","69,026.0","1.91M","1.84%"
"02/03/2023","69,117.0","70,026.4","70,117.3","69,026.0","1.86M","-0.91%"
"02/02/2023","69,753.6","70,390.2","70,481.1","69,753.6","1.49M","-0.65%"
"02/01/2023","70,208.3","70,663.0","70,753.9","69,935.5","1.81M","0.13%"
"01/31/2023","70,117.3","72,027.1","72,300.0","69,935.5","4.82M","-2.90%"
"01/30/2023","72,209.0","72,754.7","72,754.7","72,209.0","1.61M","-0.75%"
"01/27/2023","72,754.7","74,027.9","74,482.6","72,390.9","2.33M","-1.60%"
"01/19/2023","73,937.0","73,482.2","74,118.8","72,754.7","2.63M","0.00%"
"01/18/2023","73,937.0","73,573.2","74,118.8","73,391.3","1.30M","0.49%"
"01/17/2023","73,573.2","72,936.6","73,664.1","72,209.0","1.67M","1.89%"
"01/16/2023","72,209.0","73,300.4","73,482.2","72,209.0","654.70K","-1.49%"
"01/13/2023","73,300.4","72,936.6","73,755.1","72,845.6","1.45M","0.75%"
"01/12/2023","72,754.7","72,663.8","72,936.6","72,118.1","684.90K","0.76%"
"01/11/2023","72,209.0","73,664.1","74,209.8","72,209.0","1.53M","-1.98%"
"01/10/2023","73,664.1","73,573.2","74,118.8","73,300.4","1.20M","0.37%"
"01/09/2023","73,391.3","72,663.8","73,391.3","72,390.9","948.30K","1.13%"
"01/06/2023","72,572.8","73,664.1","73,846.0","72,390.9","1.27M","-1.72%"
"01/05/2023","73,846.0","72,118.1","74,027.9","71,845.3","2.47M","2.40%"
"01/04/2023","72,118.1","71,572.4","72,118.1","71,481.5","1.09M","1.02%"
"01/03/2023","71,390.5","69,571.7","71,390.5","69,298.8","1.50M","3.15%"
"12/30/2022","69,207.9","70,935.8","70,935.8","69,207.9","1.20M","-1.17%"
"12/29/2022","70,026.4","70,390.2","71,117.7","70,026.4","1.33M","0.00%"
"12/28/2022","70,026.4","69,753.6","70,935.8","69,662.6","1.19M","0.52%"
"12/27/2022","69,662.6","69,844.5","70,935.8","69,117.0","1.59M","0.79%"
"12/26/2022","69,117.0","69,480.7","70,572.1","69,026.0","1.66M","-0.26%"
"12/23/2022","69,298.8","70,117.3","71,117.7","69,298.8","1.56M","-1.04%"
"12/22/2022","70,026.4","72,118.1","72,300.0","70,026.4","1.59M","-1.66%"
"12/21/2022","71,208.7","71,208.7","72,012.8","71,030.0","2.31M","1.27%"
"12/20/2022","70,315.2","69,064.3","71,208.7","68,707.0","3.03M","2.21%"
"12/19/2022","68,796.3","70,136.5","70,136.5","68,796.3","2.42M","-1.28%"
"12/16/2022","69,689.8","69,421.7","70,404.5","69,332.4","3.00M","0.52%"
"12/15/2022","69,332.4","69,243.0","70,761.9","69,064.3","2.60M","0.13%"
"12/14/2022","69,243.0","70,940.6","70,940.6","69,243.0","3.52M","-0.64%"
"12/13/2022","69,689.8","70,225.8","70,940.6","68,975.0","3.61M","-0.64%"
"12/12/2022","70,136.5","71,744.7","73,174.3","70,047.2","3.14M","-1.88%"
"12/09/2022","71,476.7","72,370.1","73,084.9","71,476.7","2.41M","-1.23%"
"12/08/2022","72,370.1","74,157.1","75,050.5","72,370.1","1.60M","-1.82%"
"12/07/2022","73,710.3","74,157.1","75,318.6","73,084.9","1.84M","0.00%"
"12/06/2022","73,710.3","75,944.0","76,033.3","73,710.3","1.40M","-2.94%"
"12/05/2022","75,944.0","75,139.9","76,480.1","75,139.9","2.07M","1.19%"
"12/02/2022","75,050.5","73,531.6","75,050.5","73,263.6","2.52M","1.94%"
"12/01/2022","73,621.0","72,906.2","74,067.7","72,906.2","2.22M","-4.60%"
"11/30/2022","77,169.7","77,356.1","77,356.1","75,958.1","2.00M","-0.24%"
"11/29/2022","77,356.1","75,771.7","77,635.7","75,026.1","2.40M","1.59%"
"11/28/2022","76,144.5","76,424.1","77,728.9","76,144.5","2.30M","-0.61%"
"11/25/2022","76,610.5","75,771.7","77,076.5","75,492.1","2.60M","1.23%"
"11/24/2022","75,678.5","73,628.1","75,678.5","73,534.9","2.88M","2.27%"
"11/23/2022","74,000.9","74,094.1","74,280.5","72,975.7","773.10K","-0.13%"
"11/22/2022","74,094.1","72,230.1","74,746.5","72,136.9","2.28M","2.05%"
"11/21/2022","72,602.9","71,764.1","72,602.9","71,670.9","1.79M","1.17%"
"11/18/2022","71,764.1","71,764.1","72,509.7","70,552.5","2.23M","1.32%"
"11/17/2022","70,832.1","71,577.7","72,975.7","69,993.3","2.60M","2.01%"
"11/16/2022","69,434.1","70,366.1","73,441.7","68,781.7","3.54M","-3.25%"
"11/15/2022","71,764.1","73,628.1","74,000.9","71,298.1","2.09M","-2.53%"
"11/14/2022","73,628.1","72,696.1","76,424.1","70,925.3","2.60M","0.77%"
"11/11/2022","73,068.9","73,534.9","74,932.9","73,068.9","1.56M","0.00%"
"11/10/2022","73,068.9","75,398.9","75,492.1","71,764.1","2.64M","-3.09%"
"11/09/2022","75,398.9","76,424.1","76,610.5","74,560.1","2.70M","-1.82%"
"11/08/2022","76,796.9","76,610.5","76,796.9","74,187.3","2.30M","0.24%"
"11/07/2022","76,610.5","74,653.3","76,610.5","74,560.1","2.64M","2.75%"
"11/04/2022","74,560.1","74,466.9","75,492.1","72,696.1","2.91M","0.00%"
"11/03/2022","74,560.1","72,696.1","75,212.5","72,696.1","1.28M","2.17%"
"11/02/2022","72,975.7","74,746.5","74,839.7","72,975.7","1.83M","-2.37%"
"11/01/2022","74,746.5","73,162.1","76,890.1","73,162.1","3.18M","2.17%"
"10/31/2022","73,162.1","72,416.5","73,162.1","72,043.7","1.57M","0.64%"
"10/28/2022","72,696.1","73,162.1","73,255.3","72,416.5","1.44M","-0.64%"
"10/27/2022","73,162.1","70,832.1","73,162.1","70,832.1","2.28M","3.29%"
"10/26/2022","70,832.1","70,832.1","71,204.9","70,459.3","824.70K","0.00%"
"10/25/2022","70,832.1","69,061.3","71,577.7","69,061.3","1.66M","2.70%"
